Date,Tileflowmm,Surfaceflowmm,TilePg/ha,SurPg/ha,TileNo3kg/ha,SurNo3kg/ha,VWC_10cm,VWC_20cm,VWC_50cm,TMP_10cm,TMP_20cm,TMP_50cm
6/22/2021,0.0171,0,0.0016,0,0.0014,0,0.154184211,0.341368421,0.376105263,19.07017544,19.28508772,18.13011696
6/23/2021,0.0113,0,0.001,0,0.001,0,0.151918919,0.336567568,0.374944444,17.71921922,17.92342342,17.6558642
6/24/2021,0.0119,0,0.0011,0,0.001,0,0.150923077,0.338025641,0.371487179,18.74786325,18.13675214,17.26495726
6/25/2021,0.0123,0,0.0011,0,0.001,0,0.151675676,0.338918919,0.371243243,19.76126126,18.94594595,17.34234234
6/26/2021,0.0111,0,0.0011,0,0.0009,0,0.154459459,0.341378378,0.371162162,21.17267267,19.67267267,17.53603604
6/27/2021,0.0098,0,0.001,0,0.0008,0,0.155641026,0.343384615,0.371026316,22.002849,20.52279202,17.9371345
6/28/2021,0.0071,0,0.0007,0,0.0006,0,0.159289474,0.346210526,0.370289474,23.06140351,21.29678363,18.35818713
6/29/2021,0.0073,0,0.0007,0,0.0006,0,0.159783784,0.347864865,0.371648649,23.83183183,22.11111111,18.87387387
6/30/2021,0.008,0,0.0008,0,0.0006,0,0.159657895,0.347421053,0.37072973,22.99853801,22.13450292,19.33783784
7/1/2021,0.0081,0,0.0008,0,0.0006,0,0.159621622,0.34527027,0.370621622,22.44144144,21.62762763,19.48198198
7/2/2021,0.0066,0,0.0006,0,0.0005,0,0.157289474,0.343684211,0.371263158,20.51023392,20.66959064,19.39181287
7/3/2021,0.0059,0,0.0005,0,0.0004,0,0.153102564,0.340552632,0.369184211,19.55128205,19.57309942,18.93128655
7/4/2021,0.0042,0,0.0004,0,0.0003,0,0.153486486,0.341837838,0.369459459,21.5015015,20.17267267,18.70720721
7/5/2021,0.0013,0,0.0001,0,0.0001,0,0.153078947,0.344289474,0.367763158,23.14619883,21.52046784,18.92251462
7/6/2021,0,0,0,0,0,0,0.150918919,0.345083333,0.367916667,23.61711712,22.11574074,19.33950617
7/7/2021,0,0,0,0,0,0,0.149410256,0.342666667,0.367846154,22.97293447,22.17663818,19.6965812
7/8/2021,0,0,0,0,0,0,0.148783784,0.341756757,0.366783784,22.86486486,21.9024024,19.73423423
7/9/2021,0,0,0,0,0,0,0.147540541,0.342108108,0.366675676,21.78228228,21.51801802,19.81681682
7/10/2021,0,0,0,0,0,0,0.144769231,0.336769231,0.368105263,20.0014245,20.24501425,19.5497076
7/11/2021,0,0,0,0,0,0,0.153210526,0.337763158,0.365657895,20.65497076,20.07017544,19.19883041
7/12/2021,0,0,0,0,0,0,0.161702703,0.339054054,0.364567568,21.45045045,20.62762763,19.11711712
7/13/2021,0,0,0,0,0,0,0.260810811,0.341216216,0.366243243,22.14564565,21.23123123,19.2957958
7/14/2021,0,0,0,0,0,0,0.29125,0.343361111,0.368166667,22.50154321,21.47067901,19.49074074
7/15/2021,0.0024,0,0.0003,0,0.0002,0,0.279315789,0.344921053,0.368236842,22.75877193,21.84356725,19.70175439
7/16/2021,0.0371,0,0.0046,0,0.0035,0,0.327025641,0.3625,0.367236842,22.6025641,21.96783626,19.90789474
7/17/2021,0.5693,0,0.0539,0,0.0521,0,0.355702703,0.478,0.371081081,22.45795796,21.96246246,20.14714715
7/18/2021,0.0044,0,0.0003,0,0.0004,0,0.320131579,0.464657895,0.382289474,22.17982456,21.60672515,20.16812865
7/19/2021,0.0034,0,0.0004,0,0.0002,0,0.306378378,0.453861111,0.388055556,21.93693694,21.46450617,20.12037037
7/20/2021,0.0021,0,0.0003,0,0.0001,0,0.295333333,0.447076923,0.390384615,22.27350427,21.61823362,20.11111111
7/21/2021,0,0,0,0,0,0,0.284054054,0.440216216,0.393864865,21.90990991,21.63063063,20.15615616
7/22/2021,0,0,0,0,0,0,0.267567568,0.436648649,0.393837838,20.38138138,20.53153153,20.03153153
7/23/2021,0,0,0,0,0,0,0.254974359,0.429435897,0.394236842,20.40598291,20.33048433,19.77923977
7/24/2021,0,0,0,0,0,0,0.2505,0.427026316,0.393,21.8377193,20.78070175,19.61842105
7/25/2021,0,0,0,0,0,0,0.238972973,0.422297297,0.394,23.68918919,22.12312312,19.87537538
7/26/2021,0,0,0,0,0,0,0.222105263,0.416,0.394216216,23.32309942,22.38438438,20.27027027
7/27/2021,0,0,0,0,0,0,0.207108108,0.404459459,0.392945946,22.60660661,22.07057057,20.503003
7/28/2021,0,0,0,0,0,0,0.196710526,0.395157895,0.391578947,22.95906433,22.18859649,20.50438596
7/29/2021,0,0,0,0,0,0,0.191973684,0.392684211,0.392131579,23.80701754,22.74707602,20.62719298
7/30/2021,0,0,0,0,0,0,0.191052632,0.38527027,0.391432432,23.39912281,22.81531532,20.87837838
7/31/2021,0,0,0,0,0,0,0.185710526,0.374631579,0.389421053,21.86988304,21.91374269,20.85380117
8/1/2021,0,0,0,0,0,0,0.179916667,0.366972222,0.388555556,20.93518519,21.08641975,20.58641975
8/2/2021,0,0,0,0,0,0,0.172282051,0.361794872,0.385358974,20.32193732,20.51424501,20.26353276
8/3/2021,0,0,0,0,0,0,0.168405405,0.354108108,0.382777778,19.81081081,19.92492492,19.89814815
8/4/2021,0,0,0,0,0,0,0.163324324,0.350297297,0.379810811,19.93993994,19.73123123,19.62012012
8/5/2021,0,0,0,0,0,0,0.160076923,0.345342105,0.376657895,20.28062678,19.88157895,19.41374269
8/6/2021,0,0,0,0,0,0,0.157459459,0.343189189,0.37472973,21.35585586,20.44594595,19.39189189
8/7/2021,0,0,0,0,0,0,0.213891892,0.341027027,0.373675676,21.48948949,20.84234234,19.56006006
8/8/2021,0,0,0,0,0,0,0.284921053,0.341459459,0.373702703,22.15789474,21.16666667,19.72072072
8/9/2021,0,0,0,0,0,0,0.2445,0.342916667,0.373888889,22.38425926,21.70987654,20
8/10/2021,0,0,0,0,0,0,0.219435897,0.346538462,0.374717949,23.2022792,22.06695157,20.1980057
8/11/2021,0,0,0,0,0,0,0.228394737,0.346526316,0.374631579,23.64619883,22.74707602,20.52631579
8/12/2021,0,0,0,0,0,0,0.225162162,0.346918919,0.375054054,23.95045045,22.8018018,20.68618619
8/13/2021,0,0,0,0,0,0,0.194605263,0.346473684,0.375540541,24.03508772,23.16374269,21.04504505
8/14/2021,0,0,0,0,0,0,0.180027027,0.347324324,0.372891892,23.13963964,22.78678679,21.12912913
8/15/2021,0,0,0,0,0,0,0.168923077,0.339128205,0.370230769,20.55698006,21.18945869,20.93874644
8/16/2021,0,0,0,0,0,0,0.162540541,0.337837838,0.369621622,21.07657658,20.8993994,20.43843844
8/17/2021,0,0,0,0,0,0,0.161166667,0.338861111,0.369194444,21.9845679,21.2962963,20.2962963
8/18/2021,0,0,0,0,0,0,0.157894737,0.340473684,0.368078947,22.94152047,21.86403509,20.36403509
8/19/2021,0,0,0,0,0,0,0.154210526,0.338783784,0.366918919,22.92105263,22.1021021,20.54504505
8/20/2021,0,0,0,0,0,0,0.153394737,0.338184211,0.366,23.04532164,22.22953216,20.67251462
8/21/2021,0,0,0,0,0,0,0.150351351,0.335648649,0.366135135,22.97747748,22.16666667,20.71471471
8/22/2021,0,0,0,0,0,0,0.146351351,0.333864865,0.363162162,23.53753754,22.43843844,20.77027027
8/23/2021,0,0,0,0,0,0,0.145615385,0.333923077,0.359631579,24.24643875,22.99287749,20.93567251
8/24/2021,0,0,0,0,0,0,0.139578947,0.331842105,0.357368421,24.13888889,22.98684211,21.11403509
8/25/2021,0,0,0,0,0,0,0.138945946,0.330351351,0.357837838,24.77027027,23.58108108,21.3003003
8/26/2021,0,0,0,0,0,0,0.136,0.329810811,0.35572973,24.94444444,23.6021021,21.52402402
8/27/2021,0,0,0,0,0,0,0.160351351,0.327567568,0.353594595,24.74624625,23.71321321,21.7042042
8/28/2021,0,0,0,0,0,0,0.254871795,0.33325641,0.354871795,24.44301994,23.63247863,21.77920228
8/29/2021,0,0,0,0,0,0,0.194513514,0.332648649,0.354648649,24.67717718,23.72072072,21.92042042
8/30/2021,0,0,0,0,0,0,0.172810811,0.333583333,0.353527778,24.1006006,23.59104938,21.95061728
8/31/2021,0,0,0,0,0,0,0.17027027,0.330864865,0.354459459,23.40540541,23.1951952,21.92042042
9/1/2021,0,0,0,0,0,0,0.162026316,0.327421053,0.354921053,22.12719298,22.31432749,21.66374269
9/2/2021,0,0,0,0,0,0,0.152210526,0.325789474,0.353894737,20.35964912,20.95614035,21.22076023
9/3/2021,0,0,0,0,0,0,0.144243243,0.321594595,0.349864865,19.57357357,19.97297297,20.60960961
9/4/2021,0,0,0,0,0,0,0.146055556,0.3225,0.350166667,20.4691358,20.25,20.2191358
9/5/2021,0,0,0,0,0,0,0.145289474,0.321868421,0.349526316,21.47660819,20.77777778,20.11842105
9/6/2021,0,0,0,0,0,0,0.142842105,0.322,0.348486486,20.58040936,20.41141141,20.11411411
9/7/2021,0,0,0,0,0,0,0.138054054,0.319486486,0.346405405,20.37837838,20.23273273,19.98348348
9/8/2021,0,0,0,0,0,0,0.138108108,0.319351351,0.345297297,21.48948949,20.85435435,19.91291291
9/9/2021,0,0,0,0,0,0,0.132157895,0.314394737,0.344052632,19.60087719,19.92836257,19.92836257
9/10/2021,0,0,0,0,0,0,0.128564103,0.310512821,0.342947368,18.58262108,18.86894587,19.48976608
9/11/2021,0,0,0,0,0,0,0.124189189,0.310324324,0.340351351,18.87087087,18.7027027,19.06906907
9/12/2021,0,0,0,0,0,0,0.124,0.312405405,0.338567568,21.28678679,20.12012012,19.04354354
9/13/2021,0,0,0,0,0,0,0.124078947,0.313973684,0.337459459,22.38450292,21.1622807,19.51651652
9/14/2021,0,0,0,0,0,0,0.120947368,0.313973684,0.337447368,22.90350877,21.72807018,19.91520468
9/15/2021,0,0,0,0,0,0,0.128815789,0.313973684,0.335973684,21.83040936,21.6374269,20.26461988
9/16/2021,0,0,0,0,0,0,0.12972973,0.310081081,0.336378378,19.98948949,20.04804805,20.003003
9/17/2021,0,0,0,0,0,0,0.130605263,0.309921053,0.335394737,20.46491228,20.08333333,19.63304094
9/18/2021,0,0,0,0,0,0,0.126736842,0.310368421,0.334,20.98538012,20.38304094,19.59064327
9/19/2021,0,0,0,0,0,0,0.125189189,0.311675676,0.33372973,20.95645646,20.37987988,19.62162162
9/20/2021,0,0,0,0,0,0,0.124131579,0.310052632,0.332184211,20.84795322,20.58040936,19.72368421
9/21/2021,0,0,0,0,0,0,0.126921053,0.310131579,0.332297297,20.5497076,20.41812865,19.74924925
9/22/2021,0,0,0,0,0,0,0.232605263,0.307710526,0.333105263,18.0877193,19.28216374,19.61842105
9/23/2021,0,0,0,0,0,0,0.320102564,0.419421053,0.331657895,14.95726496,16.64912281,18.81725146
9/24/2021,0,0,0,0,0,0,0.291135135,0.436972973,0.330945946,15.5960961,16.00900901,17.85435435
9/25/2021,0,0,0,0,0,0,0.275027027,0.433810811,0.331243243,16,16.43243243,17.45045045
9/26/2021,0,0,0,0,0,0,0.257702703,0.427243243,0.331472222,15.57357357,16.03453453,17.22685185
9/27/2021,0,0,0,0,0,0,0.229945946,0.419432432,0.330756757,17.26726727,16.70720721,17.03603604
9/28/2021,0,0,0,0,0,0,0.196105263,0.411157895,0.332736842,18.44590643,17.8494152,17.28070175
9/29/2021,0,0,0,0,0,0,0.175921053,0.398842105,0.332756757,16.36842105,16.86549708,17.44144144
9/30/2021,0,0,0,0,0,0,0.162054054,0.390486486,0.332324324,15.63063063,16.17567568,17.16216216
10/1/2021,0,0,0,0,0,0,0.152974359,0.380842105,0.331236842,15.10541311,15.6622807,16.80701754
10/2/2021,0,0,0,0,0,0,0.147394737,0.370342105,0.331105263,15.33479532,15.45906433,16.48245614
10/3/2021,0,0,0,0,0,0,0.151297297,0.370486486,0.33227027,18.06606607,17.01351351,16.50900901
10/4/2021,0,0,0,0,0,0,0.152894737,0.371105263,0.334078947,18.26608187,17.66666667,16.9254386
10/5/2021,0,0,0,0,0,0,0.151083333,0.369138889,0.333833333,18.05401235,17.62962963,17.1712963
10/6/2021,0,0,0,0,0,0,0.149435897,0.365487179,0.334948718,18.62250712,18.06695157,17.31196581
10/7/2021,0,0,0,0,0,0,0.150684211,0.363657895,0.335837838,19.02192982,18.39912281,17.52252252
10/8/2021,0,0,0,0,0,0,0.151162162,0.363702703,0.335864865,19.35735736,18.68618619,17.70720721
10/9/2021,0,0,0,0,0,0,0.150025641,0.359342105,0.337210526,18.53133903,18.44005848,17.86549708
10/10/2021,0,0,0,0,0,0,0.147815789,0.356052632,0.337578947,19.13011696,18.52192982,17.82894737
10/11/2021,0,0,0,0,0,0,0.145405405,0.351459459,0.338324324,19.3048048,18.83633634,18.01801802
10/12/2021,0,0,0,0,0,0,0.141973684,0.348447368,0.339081081,19.24707602,18.96783626,18.12912913
10/13/2021,0,0,0,0,0,0,0.136837838,0.339243243,0.337675676,17.85285285,18.1021021,18.13963964
10/14/2021,0,0,0,0,0,0,0.134684211,0.336894737,0.335789474,19.2119883,18.47807018,17.89766082
10/15/2021,0,0,0,0,0,0,0.133820513,0.337605263,0.338210526,19.46438746,19.01023392,18.12573099
10/16/2021,0,0,0,0,0,0,0.132864865,0.332054054,0.337621622,16.71321321,17.84384384,18.13663664
10/17/2021,0,0,0,0,0,0,0.131641026,0.324131579,0.335736842,14.13532764,15.65350877,17.47807018
10/18/2021,0,0,0,0,0,0,0.128783784,0.319621622,0.333513514,13.46096096,14.60960961,16.66666667
10/19/2021,0,0,0,0,0,0,0.127128205,0.318473684,0.332078947,13.22934473,14.14619883,16.05701754
10/20/2021,0,0,0,0,0,0,0.126131579,0.314684211,0.330947368,13.74561404,14.21491228,15.65789474
10/21/2021,0,0,0,0,0,0,0.126805556,0.316861111,0.330805556,14.53549383,14.75771605,15.49691358
10/22/2021,0,0,0,0,0,0,0.127945946,0.312945946,0.33127027,12.94894895,14.08708709,15.45045045
10/23/2021,0,0,0,0,0,0,0.127189189,0.313189189,0.330891892,12.24774775,13.26576577,15.12012012
10/24/2021,0,0,0,0,0,0,0.168526316,0.317710526,0.330552632,11.63888889,12.7119883,14.67105263
10/25/2021,0,0,0,0,0,0,0.317794872,0.429,0.330846154,13.06552707,13.26068376,14.4017094
10/26/2021,0,0,0,0,0,0,0.297675676,0.441,0.33172973,11.75225225,12.78978979,14.36336336
10/27/2021,0,0,0,0,0,0,0.279189189,0.432378378,0.330888889,9.815315315,11.36336336,13.9058642
10/28/2021,0,0,0,0,0,0,0.277025641,0.428717949,0.331076923,11.76780627,11.83618234,13.43304843
10/29/2021,0,0,0,0,0,0,0.334783784,0.453702703,0.330444444,12.86786787,12.84084084,13.48919753
10/30/2021,0,0,0,0,0,0,0.322552632,0.452710526,0.339184211,12.32748538,12.78362573,13.63304094
10/31/2021,0,0,0,0,0,0,0.303891892,0.444945946,0.365222222,12.0975976,12.54204204,13.57098765
11/1/2021,0,0,0,0,0,0,0.291263158,0.437789474,0.378210526,10.19736842,11.6754386,13.45906433
11/2/2021,0,0,0,0,0,0,0.279605263,0.431815789,0.382973684,8.391812865,10.2880117,12.92982456
11/3/2021,0,0,0,0,0,0,0.273388889,0.425805556,0.384457143,6.762345679,8.896604938,12.23174603
11/4/2021,0,0,0,0,0,0,0.269138889,0.423833333,0.386361111,6.490740741,8.200617284,11.5154321
11/5/2021,0,0,0,0,0,0,0.263894737,0.418105263,0.385368421,5.112573099,7.206140351,10.91081871
11/6/2021,0,0,0,0,0,0,0.259459459,0.415108108,0.385378378,4.782282282,6.534534535,10.21771772
11/7/2021,0,0,0,0,0,0,0.255763158,0.414105263,0.387210526,5.831871345,6.788011696,9.738304094
11/8/2021,0,0,0,0,0,0,0.253157895,0.414105263,0.386918919,7.596491228,7.773391813,9.621621622
11/9/2021,0,0,0,0,0,0,0.247294118,0.416,0.387176471,9.004901961,8.919934641,9.887254902
11/10/2021,0,0,0,0,0,0,0.239342105,0.413736842,0.389815789,8.956140351,9.233918129,10.18128655
11/11/2021,0,0,0,0,0,0,0.245052632,0.413351351,0.389135135,10.10964912,9.837837838,10.41141141
11/12/2021,0,0,0,0,0,0,0.293378378,0.413189189,0.391864865,8.548048048,9.60960961,10.70870871
11/13/2021,0,0,0,0,0,0,0.277461538,0.415589744,0.391131579,6.4002849,8.176638177,10.48391813
11/14/2021,0,0,0,0,0,0,0.29175,0.418722222,0.390083333,4.945987654,6.87654321,9.935185185
11/15/2021,0,0,0,0,0,0,0.30227027,0.43175,0.3875,4.675675676,6.154320988,9.330246914
11/16/2021,0,0,0,0,0,0,0.293972973,0.430621622,0.387864865,5.342342342,6.192192192,8.897897898
11/17/2021,0,0,0,0,0,0,0.293891892,0.430054054,0.386945946,8.642642643,7.672672673,8.795795796
11/18/2021,0.0289,0,0.0305,0,0.0025,0,0.314473684,0.441578947,0.389157895,8.312865497,8.978070175,9.33625731
11/19/2021,0.0137,0,0.0135,0,0.0011,0,0.292054054,0.433243243,0.390405405,5.003003003,6.867867868,9.355855856
11/20/2021,0.0102,0,0.0055,0,0.0008,0,0.285324324,0.428486486,0.388837838,3.966966967,5.708708709,8.785285285
11/21/2021,0.0089,0,0.0018,0,0.0007,0,0.300542857,0.428257143,0.389342857,4.66984127,5.615873016,8.271428571
11/22/2021,0.0045,0,0.0007,0,0.0004,0,0.30227027,0.432783784,0.391297297,4.348348348,5.726726727,8.067567568
11/23/2021,0.0025,0,0.0003,0,0.0002,0,0.290473684,0.427394737,0.390921053,2.713450292,4.554093567,7.730994152
11/24/2021,0.003,0,0.0004,0,0.0003,0,0.286472222,0.423527778,0.389694444,2.856481481,4.078703704,7.237654321
11/25/2021,0.0036,0,0.0005,0,0.0003,0,0.302131579,0.425736842,0.389105263,5.374269006,5.366959064,7.052631579
11/26/2021,0.0008,0,0.0001,0,0.0001,0,0.303189189,0.429621622,0.39175,3.993993994,5.339339339,7.265432099
11/27/2021,0.0045,0,0.0006,0,0.0003,0,0.294552632,0.426473684,0.393605263,2.58625731,4.131578947,7.020467836
11/28/2021,0.0028,0,0.0004,0,0.0002,0,0.295552632,0.424552632,0.393578947,3.473684211,4.317251462,6.692982456
11/29/2021,0.0001,0,0,0,0,0,0.288914286,0.422142857,0.3944,2.728571429,3.946031746,6.565079365
11/30/2021,0.0014,0,0.0002,0,0.0001,0,0.287054054,0.422702703,0.393594595,3.776276276,4.249249249,6.372372372
12/1/2021,0.0004,0,0.0001,0,0,0,0.282948718,0.422763158,0.394026316,3.398860399,4.292397661,6.388888889
12/2/2021,0.0018,0,0.0002,0,0.0001,0,0.28572973,0.422243243,0.396,5.882882883,5.471471471,6.432432432
12/3/2021,0,0,0,0,0,0,0.284236842,0.421578947,0.397702703,5.209064327,5.709064327,6.77027027
12/4/2021,0,0,0,0,0,0,0.283222222,0.421777778,0.39875,4.37962963,5.282407407,6.836419753
12/5/2021,0.0002,0,0,0,0,0,0.280578947,0.418631579,0.398842105,3.703216374,4.543859649,6.675438596
12/6/2021,0.0022,0,0.0003,0,0.0002,0,0.313810811,0.43227027,0.398621622,5.825825826,5.956456456,6.681681682
12/7/2021,0,0,0,0,0,0,0.296333333,0.428694444,0.398833333,1.918209877,3.981481481,6.700617284
12/8/2021,0.0004,0,0.0001,0,0,0,0.28927027,0.425837838,0.398486486,1.334834835,2.959459459,6.102102102
12/9/2021,0.001,0,0.0002,0,0.0001,0,0.288157895,0.423947368,0.399315789,1.251461988,2.615497076,5.615497076
12/10/2021,0.0005,0,0.0001,0,0.0001,0,0.300026316,0.422447368,0.399078947,4.388888889,3.75,5.372807018
12/11/2021,6.5015,0.0771,0.9582,0.0363,0.7736,0.0076,0.34,0.441783784,0.445324324,7.984984985,7.009009009,5.930930931
12/12/2021,1.7561,0,0.2521,0,0.2543,0,0.312324324,0.430945946,0.450378378,4.067567568,5.351351351,6.63963964
12/13/2021,0.7439,0,0.1043,0,0.1222,0,0.308289474,0.427342105,0.447105263,3.698830409,4.67251462,6.423976608
12/14/2021,0.4322,0,0.0605,0,0.0653,0,0.305642857,0.423571429,0.444071429,3.636904762,4.21031746,6.178571429
12/15/2021,0.4218,0,0.059,0,0.0582,0,0.311027027,0.424594595,0.442810811,5.792792793,5.225225225,6.06006006
12/16/2021,0.3521,0,0.0493,0,0.0452,0,0.312157895,0.427789474,0.443763158,8.188596491,7.071637427,6.513157895
12/17/2021,0.1771,0,0.0245,0,0.0225,0,0.304342105,0.425324324,0.444162162,5.173976608,6.336336336,7.052552553
12/18/2021,1.9875,0,0.264,0,0.3013,0,0.357243243,0.437108108,0.452945946,4.693693694,5.475975976,6.899399399
12/19/2021,1.4466,0,0.1934,0,0.2341,0,0.335315789,0.434026316,0.460184211,3.799707602,4.891812865,6.671052632
12/20/2021,0.7997,0,0.1187,0,0.1253,0,0.322512821,0.429897436,0.455789474,2.648148148,4.047008547,6.374269006
12/21/2021,0.5646,0,0.0879,0,0.0848,0,0.317405405,0.425972973,0.454108108,2.375375375,3.543543544,5.974474474
12/22/2021,0.3134,0,0.0453,0,0.045,0,0.314447368,0.423105263,0.450894737,2.197368421,3.429824561,5.716374269
12/23/2021,0.2611,0,0.038,0,0.0349,0,0.3175,0.422277778,0.448083333,1.132716049,2.598765432,5.412037037
12/24/2021,0.2205,0,0.0327,0,0.0291,0,0.3268,0.422625,0.44665,4.263888889,3.665277778,5.138888889
12/25/2021,4.3982,0,0.6287,0,0.6489,0,0.395552632,0.441,0.457605263,8.245614035,6.571637427,5.609649123
12/26/2021,1.8163,0,0.2483,0,0.28,0,0.373405405,0.435944444,0.4615,6.599099099,6.805555556,6.492283951
12/27/2021,6.5794,0.1796,0.7923,0.0845,0.9748,0.0176,0.414842105,0.441184211,0.473105263,5.80994152,5.859649123,6.625730994
12/28/2021,5.5044,0.4049,0.6302,0.1905,0.8111,0.0396,0.417846154,0.443769231,0.472236842,5.207977208,5.97008547,6.652046784
12/29/2021,5.2479,0,0.6386,0,0.8038,0,0.39072973,0.437081081,0.471324324,4.95045045,5.331831832,6.516516517
12/30/2021,2.1124,0,0.2731,0,0.3359,0,0.375324324,0.433567568,0.463486486,4.954954955,5.336336336,6.453453453
12/31/2021,1.6044,0,0.2056,0,0.2527,0,0.382054054,0.433972973,0.461108108,5.839339339,5.66966967,6.441441441
1/1/2022,3.145068738,0,0.00293188,0,0.469944786,0,0.420153846,0.441974359,0.463897436,6.894586895,6.63960114,6.648148148
1/2/2022,3.988552284,0,0.016552355,0,0.597964193,0,0.41525641,0.441552632,0.474684211,3.816239316,5.311403509,6.769005848
1/3/2022,1.172504533,0,0.00377247,0,0.176684622,0,0.383054054,0.430621622,0.463972973,1.795795796,3.567567568,6.288288288
1/4/2022,0.81304585,0,0.001770467,0,0.123143687,0,0.378815789,0.426289474,0.459131579,1.118421053,2.703216374,5.656432749
1/5/2022,0.53757578,0,0.002045093,0,0.081027725,0,0.377368421,0.423394737,0.455842105,1.551169591,2.618421053,5.179824561
1/6/2022,0.294380483,0,0.00089844,0,0.041344111,0,0.368105263,0.421052632,0.454552632,0.627192982,2.118421053,4.872807018
1/7/2022,0.163904379,0,0.000554493,0,0.020180425,0,0.331648649,0.418648649,0.451783784,0.157657658,1.56006006,4.489489489
1/8/2022,0.165850052,0,0.000199724,0,0.018181151,0,0.202384615,0.413447368,0.451078947,-0.272079772,1.176900585,4.122807018
1/9/2022,0.185564921,0,0.000439575,0,0.020958911,0,0.301783784,0.416837838,0.450135135,0.070570571,1.055555556,3.825825826
1/10/2022,0.097188572,0,0.00018841,0,0.011228096,0,0.320945946,0.423621622,0.450351351,0.172672673,1.100600601,3.597597598
1/11/2022,0.106469624,0,0.000130607,0,0.012007458,0,0.181225,0.416512821,0.449461538,-0.301388889,0.965811966,3.474358974
1/12/2022,0.138035976,0,0.000527355,0,0.015598561,0,0.169378378,0.41072973,0.447135135,-0.298798799,0.791291291,3.306306306
1/13/2022,0.092841615,0,0.000255024,0,0.011051962,0,0.183631579,0.409710526,0.447324324,-0.023391813,0.815789474,3.154654655
1/14/2022,0.02407561,0,9.53E-05,0,0.002903753,0,0.213864865,0.412702703,0.447162162,0.04954955,0.848348348,3.076576577
1/15/2022,0.015713964,0,3.60E-05,0,0.001661846,0,0.211102564,0.412358974,0.444871795,0,0.877492877,3.056980057
1/16/2022,0.084890078,0,6.31E-05,0,0.008690921,0,0.152184211,0.411868421,0.444421053,-0.555555556,0.703216374,2.923976608
1/17/2022,0.065604832,0,0.000368252,0,0.007323581,0,0.154918919,0.406972973,0.443945946,-0.261261261,0.591591592,2.812312312
1/18/2022,0.012010807,0,2.90E-05,0,0.001485041,0,0.156,0.404702703,0.442189189,-0.24024024,0.561561562,2.72972973
1/19/2022,0.020069503,0,6.58E-05,0,0.002454107,0,0.161897436,0.403368421,0.440815789,-0.101139601,0.558479532,2.660818713
1/20/2022,0.003695395,0,1.05E-05,0,0.000442197,0,0.165973684,0.405394737,0.440763158,-0.130116959,0.637426901,2.616959064
1/21/2022,0.004498606,0,9.77E-06,0,0.000527606,0,0.142675676,0.403027027,0.439108108,-0.996996997,0.475975976,2.569069069
1/22/2022,0.012747146,0,1.64E-05,0,0.001464017,0,0.132205128,0.39774359,0.437894737,-1.780626781,0.199430199,2.438596491
1/23/2022,0.029065435,0,5.63E-05,0,0.003283034,0,0.136083333,0.373611111,0.438361111,-1.165123457,0.020061728,2.290123457
1/24/2022,0.028961303,0,3.04E-05,0,0.003199024,0,0.137230769,0.353410256,0.437051282,-0.982905983,-0.015669516,2.180911681
1/25/2022,0.004271906,0,3.11E-05,0,0.000463364,0,0.138512821,0.344179487,0.435342105,-0.819088319,-0.002849003,2.078947368
1/26/2022,0.003171483,0,8.14E-06,0,0.000335864,0,0.13275,0.314222222,0.434416667,-1.422839506,-0.100308642,2.013888889
1/27/2022,0.007185235,0,1.51E-05,0,0.000744719,0,0.127657895,0.281078947,0.434657895,-1.953216374,-0.32748538,1.912280702
1/28/2022,0.005371811,0,2.06E-05,0,0.000545293,0,0.132394737,0.274447368,0.434157895,-1.296783626,-0.380116959,1.798245614
1/29/2022,0.006108277,0,1.42E-05,0,0.000604482,0,0.126394737,0.26927027,0.433648649,-2.001461988,-0.551051051,1.701201201
1/30/2022,0.010059859,0,3.45E-05,0,0.000976714,0,0.127487179,0.263641026,0.432025641,-1.769230769,-0.656695157,1.608262108
1/31/2022,0.003509543,0,1.21E-05,0,0.000332012,0,0.126894737,0.261552632,0.431526316,-1.932748538,-0.761695906,1.485380117
2/1/2022,0.004991238,0,1.36E-05,0,0.000460545,0,0.130305556,0.261277778,0.431083333,-1.425925926,-0.731481481,1.412037037
2/2/2022,3.959757834,0.484450312,1.69E-05,0.769712221,0.246001371,0.00470012,0.161179487,0.277230769,0.468897436,-0.262108262,-0.274928775,1.122507123
2/3/2022,1.346545603,0,0.058231508,0,0.096315891,0,0.193631579,0.301394737,0.459648649,-0.002923977,-0.040935673,1.115615616
2/4/2022,0.25156873,0,0.001953027,0,0.027158258,0,0.193567568,0.306891892,0.448081081,-0.004504505,-0.043543544,1.283783784
2/5/2022,0.085146732,0,0.00051854,0,0.009367571,0,0.194394737,0.312394737,0.444289474,-0.01754386,-0.036549708,1.364035088
2/6/2022,0.070738287,0,0.000243741,0,0.00780132,0,0.191868421,0.318184211,0.442552632,-0.040935673,-0.021929825,1.393274854
2/7/2022,0.054833451,0,0.000236039,0,0.006060247,0,0.188864865,0.32572973,0.442108108,-0.076576577,-0.012012012,1.406906907
2/8/2022,0.04978527,0,0.000160008,0,0.005473081,0,0.185947368,0.336236842,0.4395,-0.159356725,-0.011695906,1.44005848
2/9/2022,0.082509638,0,0.000297629,0,0.0089098,0,0.184297297,0.359567568,0.442648649,-0.142642643,0.004504505,1.45045045
